directory,file,name,description,triggers,pattern_category,animation_params,layout_params,slider_tab,slider_label,slider_type,target,css_property,min,max,step,default,unit
Gallery-and-Carousel,StickyRepeaterStack.html,Sticky Repeater Stack,Sticky scroll card stack with 3D mouse-tilt,"viewProgress; pointerMove",scroll-card-stack,keyframeEffect scale (1→0.8) per card on viewProgress (cover ranges computed dynamically from STACK_GAP/SCROLL_SPEED),"scroll-section height (auto from gap), repeater-wrapper gap (STACK_GAP/SCROLL_SPEED)/perspective (1000px), card sticky top (35vh)/height (40vh)/border-radius",layout,Card Border Radius,css,.card,borderRadius,0,40,1,20,px
Gallery-and-Carousel,StickyRepeaterStack.html,Sticky Repeater Stack,Sticky scroll card stack with 3D mouse-tilt,"viewProgress; pointerMove",scroll-card-stack,keyframeEffect scale (1→0.8) per card on viewProgress (cover ranges computed dynamically from STACK_GAP/SCROLL_SPEED),"scroll-section height (auto from gap), repeater-wrapper gap (STACK_GAP/SCROLL_SPEED)/perspective (1000px), card sticky top (35vh)/height (40vh)/border-radius",layout,Stack Gap,sourceConst,STACK_GAP,,50,500,10,250,px
Gallery-and-Carousel,TitleFoldsScrollAnimation.html,Title Folds Scroll,Scroll-driven fold-in cards with scaling headings and line reveals,viewProgress,scroll-card-stack,"card-scale (0.75→1), heading-scale (2.0→1), line-reveal scaleX (0→1), content-slide-up translateY (400px→0), easing (linear)","scroll-section height (6300px), cards-repeater gap (500px), card height (95vh)/border-radius, heading font-size (80px)",animation,Animation Speed,speed,,,0.5,3,0.1,1,×
Gallery-and-Carousel,TitleFoldsScrollAnimation.html,Title Folds Scroll,Scroll-driven fold-in cards with scaling headings and line reveals,viewProgress,scroll-card-stack,"card-scale (0.75→1), heading-scale (2.0→1), line-reveal scaleX (0→1), content-slide-up translateY (400px→0), easing (linear)","scroll-section height (6300px), cards-repeater gap (500px), card height (95vh)/border-radius, heading font-size (80px)",animation,Card Entry Scale,sourceConst,CARD_SCALE_START,,0.3,1,0.05,0.75,
Gallery-and-Carousel,TitleFoldsScrollAnimation.html,Title Folds Scroll,Scroll-driven fold-in cards with scaling headings and line reveals,viewProgress,scroll-card-stack,"card-scale (0.75→1), heading-scale (2.0→1), line-reveal scaleX (0→1), content-slide-up translateY (400px→0), easing (linear)","scroll-section height (6300px), cards-repeater gap (500px), card height (95vh)/border-radius, heading font-size (80px)",layout,Card Border Radius,css,.card,borderRadius,0,48,1,24,px
Gallery-and-Carousel,TitleFoldsScrollAnimation.html,Title Folds Scroll,Scroll-driven fold-in cards with scaling headings and line reveals,viewProgress,scroll-card-stack,"card-scale (0.75→1), heading-scale (2.0→1), line-reveal scaleX (0→1), content-slide-up translateY (400px→0), easing (linear)","scroll-section height (6300px), cards-repeater gap (500px), card height (95vh)/border-radius, heading font-size (80px)",layout,Card Height,css,.card,height,60,100,5,95,vh
Gallery-and-Carousel,TitleFoldsScrollAnimation.html,Title Folds Scroll,Scroll-driven fold-in cards with scaling headings and line reveals,viewProgress,scroll-card-stack,"card-scale (0.75→1), heading-scale (2.0→1), line-reveal scaleX (0→1), content-slide-up translateY (400px→0), easing (linear)","scroll-section height (6300px), cards-repeater gap (500px), card height (95vh)/border-radius, heading font-size (80px)",layout,Image Border Radius,css,".content-container, .main-image",borderRadius,0,48,1,12,px
Gallery-and-Carousel,VerticalLanes.html,Vertical Lanes,Multi-column vertical parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateY (-50%→0 or 0→-50%) per column, duration (40s–55s), iterations (∞), easing (linear)","gallery-column width/overflow, image-container width/padding, image border-radius, lightbox dimensions",animation,Lane Speed,speed,,,0.25,5,0.1,1,×
Gallery-and-Carousel,VerticalLanes.html,Vertical Lanes,Multi-column vertical parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateY (-50%→0 or 0→-50%) per column, duration (40s–55s), iterations (∞), easing (linear)","gallery-column width/overflow, image-container width/padding, image border-radius, lightbox dimensions",layout,Image Border Radius,cssVar,--img-border-radius,,0,100,1,24,px
Gallery-and-Carousel,VerticalLanes.html,Vertical Lanes,Multi-column vertical parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateY (-50%→0 or 0→-50%) per column, duration (40s–55s), iterations (∞), easing (linear)","gallery-column width/overflow, image-container width/padding, image border-radius, lightbox dimensions",layout,Image Padding,cssVar,--img-padding,,0,50,1,15,px
Gallery-and-Carousel,VerticalLanes.html,Vertical Lanes,Multi-column vertical parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateY (-50%→0 or 0→-50%) per column, duration (40s–55s), iterations (∞), easing (linear)","gallery-column width/overflow, image-container width/padding, image border-radius, lightbox dimensions",layout,Column Width,cssVar,--col-width,,15,50,1,25,vw
Gallery-and-Carousel,WheelCarousel.html,Wheel Carousel,Continuous top-arc wheel carousel with hover scale,"pageVisible; hover",continuous-loop,"wheel-spin: rotate (0→360deg), card-counter: rotate (0→-360deg), duration (30s), iterations (∞), easing (linear), img-hover: scale (1→1.1)","--r (ring radius vmin), --cs (card size vmin), --cr (card border radius), arc-viewport height",animation,Rotation Speed,speed,,,0.25,5,0.1,1,×
Gallery-and-Carousel,WheelCarousel.html,Wheel Carousel,Continuous top-arc wheel carousel with hover scale,"pageVisible; hover",continuous-loop,"wheel-spin: rotate (0→360deg), card-counter: rotate (0→-360deg), duration (30s), iterations (∞), easing (linear), img-hover: scale (1→1.1)","--r (ring radius vmin), --cs (card size vmin), --cr (card border radius), arc-viewport height",animation,Rotation Direction,ferrisDir,,,-1,1,2,1,
Gallery-and-Carousel,WheelCarousel.html,Wheel Carousel,Continuous top-arc wheel carousel with hover scale,"pageVisible; hover",continuous-loop,"wheel-spin: rotate (0→360deg), card-counter: rotate (0→-360deg), duration (30s), iterations (∞), easing (linear), img-hover: scale (1→1.1)","--r (ring radius vmin), --cs (card size vmin), --cr (card border radius), arc-viewport height",layout,Card Border Radius,css,.card,borderRadius,0,50,1,16,px
Gallery-and-Carousel,WheelCarousel.html,Wheel Carousel,Continuous top-arc wheel carousel with hover scale,"pageVisible; hover",continuous-loop,"wheel-spin: rotate (0→360deg), card-counter: rotate (0→-360deg), duration (30s), iterations (∞), easing (linear), img-hover: scale (1→1.1)","--r (ring radius vmin), --cs (card size vmin), --cr (card border radius), arc-viewport height",layout,Ring Size,cssVar,--r,,14,100,1,65,
Gallery-and-Carousel,WheelCarousel.html,Wheel Carousel,Continuous top-arc wheel carousel with hover scale,"pageVisible; hover",continuous-loop,"wheel-spin: rotate (0→360deg), card-counter: rotate (0→-360deg), duration (30s), iterations (∞), easing (linear), img-hover: scale (1→1.1)","--r (ring radius vmin), --cs (card size vmin), --cr (card border radius), arc-viewport height",layout,Card Size,cssVar,--cs,,8,20,0.5,20,
Gallery-and-Carousel,WindowScroll.html,Window Scroll,Scroll-driven 3D panel rotation with staggered reveals,viewProgress,scroll-storytelling,"opacity (0→1→1→0), rotateX (90deg→0→0→-90deg), translateZ (-500px→0→0→-500px), rangeStart/End per panel, easing (linear)","scroll-wrapper height (600vh), sticky-container perspective (1000px), panel border-radius/box-shadow/padding",animation,Animation Speed,speed,,,0.5,2,0.1,1,×
Gallery-and-Carousel,WindowScroll.html,Window Scroll,Scroll-driven 3D panel rotation with staggered reveals,viewProgress,scroll-storytelling,"opacity (0→1→1→0), rotateX (90deg→0→0→-90deg), translateZ (-500px→0→0→-500px), rangeStart/End per panel, easing (linear)","scroll-wrapper height (600vh), sticky-container perspective (1000px), panel border-radius/box-shadow/padding",layout,Perspective,css,.sticky-container,perspective,500,2000,50,1000,px
Gallery-and-Carousel,WindowScroll.html,Window Scroll,Scroll-driven 3D panel rotation with staggered reveals,viewProgress,scroll-storytelling,"opacity (0→1→1→0), rotateX (90deg→0→0→-90deg), translateZ (-500px→0→0→-500px), rangeStart/End per panel, easing (linear)","scroll-wrapper height (600vh), sticky-container perspective (1000px), panel border-radius/box-shadow/padding",layout,Panel Height,css,.panel,height,30,100,1,100,%
Gallery-and-Carousel,WindowScroll.html,Window Scroll,Scroll-driven 3D panel rotation with staggered reveals,viewProgress,scroll-storytelling,"opacity (0→1→1→0), rotateX (90deg→0→0→-90deg), translateZ (-500px→0→0→-500px), rangeStart/End per panel, easing (linear)","scroll-wrapper height (600vh), sticky-container perspective (1000px), panel border-radius/box-shadow/padding",layout,Panel Width,css,.panel,width,30,100,1,100,%
Gallery-and-Carousel,WindowScroll.html,Window Scroll,Scroll-driven 3D panel rotation with staggered reveals,viewProgress,scroll-storytelling,"opacity (0→1→1→0), rotateX (90deg→0→0→-90deg), translateZ (-500px→0→0→-500px), rangeStart/End per panel, easing (linear)","scroll-wrapper height (600vh), sticky-container perspective (1000px), panel border-radius/box-shadow/padding",layout,Panel Border Radius,css,.panel,borderRadius,0,40,1,24,px
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",animation,Animation Speed,speed,,,0.5,2,0.1,1,×
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",animation,Blur Intensity,sourceConst,BLUR_INTENSITY,,0,3,0.1,1,×
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Main Title Size,css,.mega-text,fontSize,4,22,0.5,12,rem
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Section Heading Size,css,".slide-2 h2, .slide-3 h2",fontSize,3,12,0.5,8,rem
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Heading Letter Spacing,css,".mega-text, h2",letterSpacing,-0.1,0.1,0.01,-0.04,em
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Featured Text Size,css,"[data-interact-key=""s2-body-left""] p",fontSize,1.5,5,0.25,3,rem
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Column Gap,css,.grid,gap,1,10,0.5,5,rem
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Background Number Size,css,.bg-number,fontSize,15,55,1,38,vw
Typographic_interactions,Aura Stack.html,Aura Stack,Layered text stack with 3D scroll animation,viewProgress,scroll-text,"translateZ/translateY/rotateX per layer, opacity, filter blur, rangeStart/End % (staggered), easing (ease-out)","scroll-track height (400vh), sticky-container perspective, text-layer font-size/line-height/letter-spacing, numLayers",layout,Content Max Width,css,.max-w-7xl,maxWidth,600,1400,20,1280,px
Typographic_interactions,book animation.html,Book Animation,"3D book page-flip via keyframeEffect on scroll — cover, leaf3, leaf2 flip sequentially with shadow overlays",viewProgress,scroll-text,"3 keyframeEffects (cover-flip, leaf3-flip, leaf2-flip) with rotateY + --shadow-front/--shadow-back CSS vars, rangeStart/End cover 0-100%, fill both, desktop media condition","scroll-track height (300vh), book-container width (85vw) / max-width (136vh) / perspective (3500px), page border-radius, page-padding var",layout,Perspective,cssVar,--book-perspective,,1000,6000,100,3500,px
Typographic_interactions,book animation.html,Book Animation,"3D book page-flip via keyframeEffect on scroll — cover, leaf3, leaf2 flip sequentially with shadow overlays",viewProgress,scroll-text,"3 keyframeEffects (cover-flip, leaf3-flip, leaf2-flip) with rotateY + --shadow-front/--shadow-back CSS vars, rangeStart/End cover 0-100%, fill both, desktop media condition","scroll-track height (300vh), book-container width (85vw) / max-width (136vh) / perspective (3500px), page border-radius, page-padding var",layout,Page Border Radius,css,".leaf, .cover, .right-page, .face, .pages-stack",borderRadius,0,30,1,12,px
Typographic_interactions,book animation.html,Book Animation,"3D book page-flip via keyframeEffect on scroll — cover, leaf3, leaf2 flip sequentially with shadow overlays",viewProgress,scroll-text,"3 keyframeEffects (cover-flip, leaf3-flip, leaf2-flip) with rotateY + --shadow-front/--shadow-back CSS vars, rangeStart/End cover 0-100%, fill both, desktop media condition","scroll-track height (300vh), book-container width (85vw) / max-width (136vh) / perspective (3500px), page border-radius, page-padding var",layout,Page Padding,cssVar,--page-padding,,8,64,2,24,px
Typographic_interactions,Circular_Scroll_Nav.html,Circular Scroll Nav,"Circular wheel nav with scroll-driven rotation, staggered entrance, and hover item shift",viewProgress,scroll-text,"entrance: translateX(-150→0) + opacity stagger (STAGGER_STEP ms/item, 600ms, cubic-bezier overshoot); wheel-spin: rotate(178→-120deg) on viewProgress; hover: translateX(HOVER_SHIFT px, 150ms)","scroll-track 600vh, wheel 184vh circle, wheel-item-link calc(3vh+3px)/700/-0.02em, headline 2vh/600, ANGLE_STEP 8deg between items",animation,Hover Shift,cssVar,--hover-shift,,0,120,5,40,px
Typographic_interactions,Circular_Scroll_Nav.html,Circular Scroll Nav,"Circular wheel nav with scroll-driven rotation, staggered entrance, and hover item shift",viewProgress,scroll-text,"entrance: translateX(-150→0) + opacity stagger (STAGGER_STEP ms/item, 600ms, cubic-bezier overshoot); wheel-spin: rotate(178→-120deg) on viewProgress; hover: translateX(HOVER_SHIFT px, 150ms)","scroll-track 600vh, wheel 184vh circle, wheel-item-link calc(3vh+3px)/700/-0.02em, headline 2vh/600, ANGLE_STEP 8deg between items",animation,Entrance Stagger,cssVar,--stagger,,0,200,1,15,ms
Typographic_interactions,Circular_Scroll_Nav.html,Circular Scroll Nav,"Circular wheel nav with scroll-driven rotation, staggered entrance, and hover item shift",viewProgress,scroll-text,"entrance: translateX(-150→0) + opacity stagger (STAGGER_STEP ms/item, 600ms, cubic-bezier overshoot); wheel-spin: rotate(178→-120deg) on viewProgress; hover: translateX(HOVER_SHIFT px, 150ms)","scroll-track 600vh, wheel 184vh circle, wheel-item-link calc(3vh+3px)/700/-0.02em, headline 2vh/600, ANGLE_STEP 8deg between items",layout,Item Font Size,css,.wheel-item-link,fontSize,1.5,6,0.1,3,vh
Typographic_interactions,Circular_Scroll_Nav.html,Circular Scroll Nav,"Circular wheel nav with scroll-driven rotation, staggered entrance, and hover item shift",viewProgress,scroll-text,"entrance: translateX(-150→0) + opacity stagger (STAGGER_STEP ms/item, 600ms, cubic-bezier overshoot); wheel-spin: rotate(178→-120deg) on viewProgress; hover: translateX(HOVER_SHIFT px, 150ms)","scroll-track 600vh, wheel 184vh circle, wheel-item-link calc(3vh+3px)/700/-0.02em, headline 2vh/600, ANGLE_STEP 8deg between items",layout,Gap Between Items,cssVar,--gap,,3,11,0.5,8,deg
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",animation,Animation Speed,speed,,,0.5,2,0.1,1,×
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Main Title Size,css,.mega-text,fontSize,4,22,0.5,15,rem
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Section Heading Size,css,.slide-2 h2,fontSize,3,12,0.5,8,rem
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Heading Letter Spacing,css,".mega-text, h2",letterSpacing,-0.1,0.1,0.01,-0.04,em
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Featured Text Size,css,.slide-2 p.font-medium,fontSize,1.5,5,0.25,2.25,rem
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Column Gap,css,.typo-columns,gap,0.5,8,0.5,2,vw
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Background Number Size,css,.bg-number,fontSize,15,55,1,35,vw
Typographic_interactions,Editorial Text Reveal.html,Editorial Text Reveal,Scroll-driven slide-reveal with 3 panel sections,viewProgress,scroll-text,"slide translateX/scale/brightness/blur per panel, s2-content translateY+opacity fade-up, col-1/2/3 staggered translateY+opacity, rangeStart/End % (staggered)","scroll-track height (350vh), sticky top-0, perspective (1000px), mega-text font-size clamp, bg-number 35vw, typo-columns gap/flex, max-w-7xl container",layout,Content Max Width,css,.max-w-7xl,maxWidth,600,1400,20,1280,px
Typographic_interactions,Headline_Images_Overlay.html,Headline Images Overlay,Sequenced mask reveal with blend-mode text overlay,viewEnter,entrance-reveal,"opacity keyframes per mask (sequenced offsets), infinite iterations, STEP_DURATION 0.8s","content-layout padding/font-size/line-height, mask shapes/positions, grayscale filter, mix-blend-mode difference",animation,Animation Speed,speed,,,0.2,3,0.1,1,×
Typographic_interactions,Headline_Images_Overlay.html,Headline Images Overlay,Sequenced mask reveal with blend-mode text overlay,viewEnter,entrance-reveal,"opacity keyframes per mask (sequenced offsets), infinite iterations, STEP_DURATION 0.8s","content-layout padding/font-size/line-height, mask shapes/positions, grayscale filter, mix-blend-mode difference",layout,Text Font Size,css,.text-common,fontSize,2,12,0.25,7.5,rem
Typographic_interactions,Headline_Images_Overlay.html,Headline Images Overlay,Sequenced mask reveal with blend-mode text overlay,viewEnter,entrance-reveal,"opacity keyframes per mask (sequenced offsets), infinite iterations, STEP_DURATION 0.8s","content-layout padding/font-size/line-height, mask shapes/positions, grayscale filter, mix-blend-mode difference",layout,Content Padding,css,.content-layout,padding,1,12,0.5,6,vw
Typographic_interactions,Headline_Images_Overlay.html,Headline Images Overlay,Sequenced mask reveal with blend-mode text overlay,viewEnter,entrance-reveal,"opacity keyframes per mask (sequenced offsets), infinite iterations, STEP_DURATION 0.8s","content-layout padding/font-size/line-height, mask shapes/positions, grayscale filter, mix-blend-mode difference",layout,Image Grayscale,cssVar,--grayscale,,0,100,5,100,%
Typographic_interactions,Headline_Images_Overlay.html,Headline Images Overlay,Sequenced mask reveal with blend-mode text overlay,viewEnter,entrance-reveal,"opacity keyframes per mask (sequenced offsets), infinite iterations, STEP_DURATION 0.8s","content-layout padding/font-size/line-height, mask shapes/positions, grayscale filter, mix-blend-mode difference",layout,Mask Scale,cssVar,--mask-scale,,0.3,2,0.05,1,
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",animation,Panel Speed,cssVar,--panel-speed,,0.2,3,0.1,1,×
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",animation,Open Width,cssVar,--panel-open-width,,300,1200,10,700,px
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",layout,Panel Border Radius,css,.feature-column,borderRadius,0,60,1,40,px
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",layout,Panel Gap,css,.feature-container,gap,0,60,2,20,px
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",layout,Panel Default Width,cssVar,--panel-default-width,,80,400,10,180,px
Typographic_interactions,IconText Pro gallery.html,IconText Pro Gallery,Expanding column gallery with hover toggle,hover,hover-accordion,"expand width (180px→700px), icon transform, transition 800ms cubic-bezier","feature-column border-radius (2.5rem), feature-container gap (1.25rem), expand/collapse widths",layout,Panel Default Height,css,.feature-container,height,30,100,1,65,vh
Typographic_interactions,Marquee_Scroll_Velocity.html,Marquee Scroll Velocity,Velocity-responsive dual-row marquee,pageVisible,continuous-loop,"translateX (0%→-50% / -50%→0%), duration (40s), iterations (1e6), velocity physics: sensitivity (0.4), lerpFactor (0.1), clamp (±15)","body min-height (400vh), spacer height (150vh), marquee-item font-size (8vw)/font-weight/letter-spacing, row styles",animation,Marquee Speed,speed,,,0.5,3,0.1,1,×
Typographic_interactions,Marquee_Scroll_Velocity.html,Marquee Scroll Velocity,Velocity-responsive dual-row marquee,pageVisible,continuous-loop,"translateX (0%→-50% / -50%→0%), duration (40s), iterations (1e6), velocity physics: sensitivity (0.4), lerpFactor (0.1), clamp (±15)","body min-height (400vh), spacer height (150vh), marquee-item font-size (8vw)/font-weight/letter-spacing, row styles",layout,Font Size,css,.marquee-item,fontSize,4,15,0.5,8,vw
Typographic_interactions,Marquee_Scroll_Velocity.html,Marquee Scroll Velocity,Velocity-responsive dual-row marquee,pageVisible,continuous-loop,"translateX (0%→-50% / -50%→0%), duration (40s), iterations (1e6), velocity physics: sensitivity (0.4), lerpFactor (0.1), clamp (±15)","body min-height (400vh), spacer height (150vh), marquee-item font-size (8vw)/font-weight/letter-spacing, row styles",layout,Row Gap,css,.marquee-wrapper,gap,0,60,2,16,px
Typographic_interactions,Marquee_Scroll_Velocity.html,Marquee Scroll Velocity,Velocity-responsive dual-row marquee,pageVisible,continuous-loop,"translateX (0%→-50% / -50%→0%), duration (40s), iterations (1e6), velocity physics: sensitivity (0.4), lerpFactor (0.1), clamp (±15)","body min-height (400vh), spacer height (150vh), marquee-item font-size (8vw)/font-weight/letter-spacing, row styles",layout,Stroke Width,css,.marquee-item,-webkit-text-stroke-width,1,4,0.5,2,px
Typographic_interactions,Mirror_Mouse_Track.html,Mirror Mouse Track,3D mouse-tracking with mirrored cards (responsive),"pointerMove; viewProgress",pointer-tilt,"Desktop: Tilt3DMouse (medium). Mobile: rotateY (±85deg→0), rotateX (±20deg→0), rangeStart/End (cover 0–100%)","perspective-scene max-width, track-card padding, h1 font-size, p max-width",animation,Tilt Angle,sourceConst,TILT_ANGLE,,5,90,1,50,°
Typographic_interactions,Mirror_Mouse_Track.html,Mirror Mouse Track,3D mouse-tracking with mirrored cards (responsive),"pointerMove; viewProgress",pointer-tilt,"Desktop: Tilt3DMouse (medium). Mobile: rotateY (±85deg→0), rotateX (±20deg→0), rangeStart/End (cover 0–100%)","perspective-scene max-width, track-card padding, h1 font-size, p max-width",animation,Perspective,sourceConst,TILT_PERSPECTIVE,,100,1500,50,500,px
Typographic_interactions,Mirror_Mouse_Track.html,Mirror Mouse Track,3D mouse-tracking with mirrored cards (responsive),"pointerMove; viewProgress",pointer-tilt,"Desktop: Tilt3DMouse (medium). Mobile: rotateY (±85deg→0), rotateX (±20deg→0), rangeStart/End (cover 0–100%)","perspective-scene max-width, track-card padding, h1 font-size, p max-width",animation,Pointer Latency,sourceConst,TILT_LATENCY,,0,1000,50,0,ms
Typographic_interactions,Mirror_Mouse_Track.html,Mirror Mouse Track,3D mouse-tracking with mirrored cards (responsive),"pointerMove; viewProgress",pointer-tilt,"Desktop: Tilt3DMouse (medium). Mobile: rotateY (±85deg→0), rotateX (±20deg→0), rangeStart/End (cover 0–100%)","perspective-scene max-width, track-card padding, h1 font-size, p max-width",animation,Direction,sourceConst,TILT_INVERTED,,-1,1,2,-1,
Typographic_interactions,Mirror_Mouse_Track.html,Mirror Mouse Track,3D mouse-tracking with mirrored cards (responsive),"pointerMove; viewProgress",pointer-tilt,"Desktop: Tilt3DMouse (medium). Mobile: rotateY (±85deg→0), rotateX (±20deg→0), rangeStart/End (cover 0–100%)","perspective-scene max-width, track-card padding, h1 font-size, p max-width",layout,Heading Font Size,css,h1,fontSize,2,8,0.25,5,rem
Typographic_interactions,textFoldTransition.html,Text Fold Transition,Sticky text fold transition swapping paragraphs on scroll,"pageVisible; viewProgress",scroll-text,"enter translateY (150%→0)/opacity, exit translateY (0→-150%)/opacity, load translateY (110%→0), stagger per line, composite: add","text-mask line-height/padding, line-content font-size (xl/3xl)/font-weight, snap-point heights",animation,Animation Speed,speed,,,0.5,2,0.1,1,×
